original_index,review_text,review_text_processed,review_text_tokenized,polarity,rating,kfold_polarity,kfold_rating
66107,Entrga depois do prazo ,entrga depois do prazo ,"['entrga', 'depois', 'do', 'prazo']",0.0,1,3,3
393,"O pedido chegou antes do combinado, muito bom.","o pedido chegou antes do combinado, muito bom.","['pedido', 'chegou', 'antes', 'do', 'combinado', 'muito', 'bom']",1.0,4,3,3
32784,Melhor site de compras.,melhor site de compras.,"['melhor', 'site', 'de', 'compras']",1.0,5,3,3
39291,"SÓ TENHO AGRADECER , NADA A RECLAMAR","so tenho agradecer , nada a reclamar","['so', 'tenho', 'agradecer', 'nada', 'reclamar']",1.0,5,3,3
42611,Qútero fazer a troca e estádemorando muito,qutero fazer a troca e estademorando muito,"['qutero', 'fazer', 'troca', 'estademorando', 'muito']",0.0,1,3,3
25890,Acho que deveria vir com manual de instruções de uso..,acho que deveria vir com manual de instrucoes de uso..,"['acho', 'que', 'deveria', 'vir', 'com', 'manual', 'de', 'instrucoes', 'de', 'uso']",1.0,4,3,3
59617,Entrega rápida e produto de qualidade ,entrega rapida e produto de qualidade ,"['entrega', 'rapida', 'produto', 'de', 'qualidade']",1.0,5,3,3
84858,tudo certinho,tudo certinho,"['tudo', 'certinho']",1.0,5,3,3
23075,produto não é bom,produto nao e bom,"['produto', 'nao', 'bom']",0.0,1,3,3
46086,"O produto foi entregue corretamente, antes do prazo previsto e o mesmo funciona corretamente. recomendo ","o produto foi entregue corretamente, antes do prazo previsto e o mesmo funciona corretamente. recomendo ","['produto', 'foi', 'entregue', 'corretamente', 'antes', 'do', 'prazo', 'previsto', 'mesmo', 'funciona', 'corretamente', 'recomendo']",1.0,4,3,3
51011,"Produto ficou aguardando retirada e nem fui notificada por telefone. O certo seria eu receber em casa, pq se Netshoes e Posthaus sempre me entregam, pq targaryen não entrega? Não entendo isso.","produto ficou aguardando retirada e nem fui notificada por telefone. o certo seria eu receber em casa, pq se netshoes e posthaus sempre me entregam, pq targaryen nao entrega? nao entendo isso.","['produto', 'ficou', 'aguardando', 'retirada', 'nem', 'fui', 'notificada', 'por', 'telefone', 'certo', 'seria', 'eu', 'receber', 'em', 'casa', 'pq', 'se', 'netshoes', 'posthaus', 'sempre', 'me', 'entregam', 'pq', 'targaryen', 'nao', 'entrega', 'nao', 'entendo', 'isso']",0.0,2,3,3
41636,O pedido foi entregue dentro do prazo estipulado.,o pedido foi entregue dentro do prazo estipulado.,"['pedido', 'foi', 'entregue', 'dentro', 'do', 'prazo', 'estipulado']",1.0,4,3,3
35889,Ótimo. Parabéns,otimo. parabens,"['otimo', 'parabens']",1.0,5,3,3
62661,"Pagamos frete para receber o produto em casa . 
É mt chato ter que ir nos correios para buscar . Nem em área de risco eu moro . 


","pagamos frete para receber o produto em casa . 
e mt chato ter que ir nos correios para buscar . nem em area de risco eu moro . 


","['pagamos', 'frete', 'para', 'receber', 'produto', 'em', 'casa', 'mt', 'chato', 'ter', 'que', 'ir', 'nos', 'correios', 'para', 'buscar', 'nem', 'em', 'area', 'de', 'risco', 'eu', 'moro']",1.0,4,3,3
7713,Uma lanterna bem diferente para uso geral.,uma lanterna bem diferente para uso geral.,"['uma', 'lanterna', 'bem', 'diferente', 'para', 'uso', 'geral']",1.0,5,3,3
50391,Chegou bem antes. Estão de parabéns!!!,chegou bem antes. estao de parabens!!!,"['chegou', 'bem', 'antes', 'estao', 'de', 'parabens']",1.0,5,3,3
46952,Produto comprado entregue dentro do prazo e sem nenhum contratempo.,produto comprado entregue dentro do prazo e sem nenhum contratempo.,"['produto', 'comprado', 'entregue', 'dentro', 'do', 'prazo', 'sem', 'nenhum', 'contratempo']",1.0,4,3,3
84509,"O cobre leito é muito bonito, mas depois que lavei ele encolheu um pouco.","o cobre leito e muito bonito, mas depois que lavei ele encolheu um pouco.","['cobre', 'leito', 'muito', 'bonito', 'mas', 'depois', 'que', 'lavei', 'ele', 'encolheu', 'um', 'pouco']",1.0,4,3,3
36347,chegou antes do prazo,chegou antes do prazo,"['chegou', 'antes', 'do', 'prazo']",1.0,5,3,3
19337,Eu recebi um produto mas eu não comprei somente um produto ou o outro produto que comprei é de outra loja?,eu recebi um produto mas eu nao comprei somente um produto ou o outro produto que comprei e de outra loja?,"['eu', 'recebi', 'um', 'produto', 'mas', 'eu', 'nao', 'comprei', 'somente', 'um', 'produto', 'ou', 'outro', 'produto', 'que', 'comprei', 'de', 'outra', 'loja']",0.0,1,3,3
43519,Preciso da nota fiscal,preciso da nota fiscal,"['preciso', 'da', 'nota', 'fiscal']",0.0,2,3,3
90111,Muito bom recebi o produto conforme combinado tudo no prazo certinho,muito bom recebi o produto conforme combinado tudo no prazo certinho,"['muito', 'bom', 'recebi', 'produto', 'conforme', 'combinado', 'tudo', 'no', 'prazo', 'certinho']",1.0,5,3,3
64477,"Achei o material fraco, mas como é para o meu filho e ele é bem leve, vai atender, para uma pessoa mais pesada não recomendaria.Os furos para montagem estavam diferentes, foi um pouco difícil montar.","achei o material fraco, mas como e para o meu filho e ele e bem leve, vai atender, para uma pessoa mais pesada nao recomendaria.os furos para montagem estavam diferentes, foi um pouco dificil montar.","['achei', 'material', 'fraco', 'mas', 'como', 'para', 'meu', 'filho', 'ele', 'bem', 'leve', 'vai', 'atender', 'para', 'uma', 'pessoa', 'mais', 'pesada', 'nao', 'recomendaria', 'os', 'furos', 'para', 'montagem', 'estavam', 'diferentes', 'foi', 'um', 'pouco', 'dificil', 'montar']",1.0,4,3,3
46607,Produto bom.,produto bom.,"['produto', 'bom']",1.0,4,3,3
4949,Satisfeita com o produto ,satisfeita com o produto ,"['satisfeita', 'com', 'produto']",1.0,5,3,3
730,Loja em si é boa pena a americana nao da suporte ao cliente ,loja em si e boa pena a americana nao da suporte ao cliente ,"['loja', 'em', 'si', 'boa', 'pena', 'americana', 'nao', 'da', 'suporte', 'ao', 'cliente']",1.0,5,3,3
25355,"Recebi o produto perfeito, entrega rápida, sem problema algum.","recebi o produto perfeito, entrega rapida, sem problema algum.","['recebi', 'produto', 'perfeito', 'entrega', 'rapida', 'sem', 'problema', 'algum']",1.0,5,3,3
41757,Ótimo produto e custo/benefício!,otimo produto e custo/beneficio!,"['otimo', 'produto', 'custo', 'beneficio']",1.0,5,3,3
27445,Meu neto adorou!,meu neto adorou!,"['meu', 'neto', 'adorou']",1.0,5,3,3
48072,muito bom,muito bom,"['muito', 'bom']",1.0,5,3,3
92351,"A fonte parece ser boa ,ainda não testei.","a fonte parece ser boa ,ainda nao testei.","['fonte', 'parece', 'ser', 'boa', 'ainda', 'nao', 'testei']",1.0,4,3,3
87720,A cadeira veio suja com a borracha da lateral soltando é muito frágil comprei pra minha filha de 8 anos usar pra adulto não serve. Arrependida pela compra queria meu dinheiro de volta.,a cadeira veio suja com a borracha da lateral soltando e muito fragil comprei pra minha filha de 8 anos usar pra adulto nao serve. arrependida pela compra queria meu dinheiro de volta.,"['cadeira', 'veio', 'suja', 'com', 'borracha', 'da', 'lateral', 'soltando', 'muito', 'fragil', 'comprei', 'pra', 'minha', 'filha', 'de', 'anos', 'usar', 'pra', 'adulto', 'nao', 'serve', 'arrependida', 'pela', 'compra', 'queria', 'meu', 'dinheiro', 'de', 'volta']",0.0,1,3,3
75265,FOI MUITO BOM ,foi muito bom ,"['foi', 'muito', 'bom']",1.0,5,3,3
96620,"Produto chegou dentro do prazo, lannister nunca decepciona!","produto chegou dentro do prazo, lannister nunca decepciona!","['produto', 'chegou', 'dentro', 'do', 'prazo', 'lannister', 'nunca', 'decepciona']",1.0,5,3,3
60986,"Não recomento, comprei um produto e me entregaram outro, ainda queriam me convencer que eu e quem estava errada, tudo é uma confusão e burocracia péssimo péssimo, a minha sorte e que tinha as fotos.","nao recomento, comprei um produto e me entregaram outro, ainda queriam me convencer que eu e quem estava errada, tudo e uma confusao e burocracia pessimo pessimo, a minha sorte e que tinha as fotos.","['nao', 'recomento', 'comprei', 'um', 'produto', 'me', 'entregaram', 'outro', 'ainda', 'queriam', 'me', 'convencer', 'que', 'eu', 'quem', 'estava', 'errada', 'tudo', 'uma', 'confusao', 'burocracia', 'pessimo', 'pessimo', 'minha', 'sorte', 'que', 'tinha', 'as', 'fotos']",0.0,1,3,3
51076,"Fiz a compra dos três itens, porém a cadeira até hoje não foi entregue, estou no aguardo de uma posição urgente!
","fiz a compra dos tres itens, porem a cadeira ate hoje nao foi entregue, estou no aguardo de uma posicao urgente!
","['fiz', 'compra', 'dos', 'tres', 'itens', 'porem', 'cadeira', 'ate', 'hoje', 'nao', 'foi', 'entregue', 'estou', 'no', 'aguardo', 'de', 'uma', 'posicao', 'urgente']",,3,-1,3
78947,Amei o produto é chegou antes do prazo,amei o produto e chegou antes do prazo,"['amei', 'produto', 'chegou', 'antes', 'do', 'prazo']",1.0,5,3,3
50523,"Não possamos mais ficar sem o perspirex, eu recomendo a todos que tem problema de transpiração em excesso ","nao possamos mais ficar sem o perspirex, eu recomendo a todos que tem problema de transpiracao em excesso ","['nao', 'possamos', 'mais', 'ficar', 'sem', 'perspirex', 'eu', 'recomendo', 'todos', 'que', 'tem', 'problema', 'de', 'transpiracao', 'em', 'excesso']",1.0,5,3,3
99137,muito bom ,muito bom ,"['muito', 'bom']",1.0,5,3,3
24436,Beleza e praticidade... a entrega foi dentro do prazo. Muito bom.,beleza e praticidade... a entrega foi dentro do prazo. muito bom.,"['beleza', 'praticidade', 'entrega', 'foi', 'dentro', 'do', 'prazo', 'muito', 'bom']",1.0,5,3,3
63293,Ótimo produto e exatamente como descrito.,otimo produto e exatamente como descrito.,"['otimo', 'produto', 'exatamente', 'como', 'descrito']",1.0,5,3,3
42455,"Loja completamente descompromissada com o cliente. No ato da compra a data de entrega era uma. Após finalizar a compra, a data era outra diferente do anunciado e mesmo assim até hoje não entregaram.","loja completamente descompromissada com o cliente. no ato da compra a data de entrega era uma. apos finalizar a compra, a data era outra diferente do anunciado e mesmo assim ate hoje nao entregaram.","['loja', 'completamente', 'descompromissada', 'com', 'cliente', 'no', 'ato', 'da', 'compra', 'data', 'de', 'entrega', 'era', 'uma', 'apos', 'finalizar', 'compra', 'data', 'era', 'outra', 'diferente', 'do', 'anunciado', 'mesmo', 'assim', 'ate', 'hoje', 'nao', 'entregaram']",0.0,1,3,3
26274,mercadoria boa,mercadoria boa,"['mercadoria', 'boa']",1.0,5,3,3
81177,nota 10,nota 10,"['nota', '10']",1.0,5,3,3
5643,MUITO BOM!,muito bom!,"['muito', 'bom']",1.0,5,3,3
57668,excelente,excelente,['excelente'],1.0,5,3,3
55217,"Produto veio como mostra na foto,veio certinho e chegou Antes do prazo,super recomendo,amei","produto veio como mostra na foto,veio certinho e chegou antes do prazo,super recomendo,amei","['produto', 'veio', 'como', 'mostra', 'na', 'foto', 'veio', 'certinho', 'chegou', 'antes', 'do', 'prazo', 'super', 'recomendo', 'amei']",1.0,4,3,3
29928,produto entregue e em boas condições,produto entregue e em boas condicoes,"['produto', 'entregue', 'em', 'boas', 'condicoes']",,3,-1,3
18912,"O carregador anunciado não confere com o entregue, na caixa do produto vem até escrito a amperagem qual eu necessitava ,porém no carregador consta metade da amperagem oferecida pelo vendedor ","o carregador anunciado nao confere com o entregue, na caixa do produto vem ate escrito a amperagem qual eu necessitava ,porem no carregador consta metade da amperagem oferecida pelo vendedor ","['carregador', 'anunciado', 'nao', 'confere', 'com', 'entregue', 'na', 'caixa', 'do', 'produto', 'vem', 'ate', 'escrito', 'amperagem', 'qual', 'eu', 'necessitava', 'porem', 'no', 'carregador', 'consta', 'metade', 'da', 'amperagem', 'oferecida', 'pelo', 'vendedor']",0.0,1,3,3
39042,ATÉ AGORA NÃO TENHO NADA A RECLAMAR,ate agora nao tenho nada a reclamar,"['ate', 'agora', 'nao', 'tenho', 'nada', 'reclamar']",,3,-1,3
59355,Gostei muito do cordão! Simples e fofo!,gostei muito do cordao! simples e fofo!,"['gostei', 'muito', 'do', 'cordao', 'simples', 'fofo']",1.0,5,3,3
40638,Ótima empresa recomendo.,otima empresa recomendo.,"['otima', 'empresa', 'recomendo']",1.0,5,3,3
74753,Boa ,boa ,['boa'],0.0,2,3,3
40521,ÓTIMO ATENDIMENTO.,otimo atendimento.,"['otimo', 'atendimento']",1.0,5,3,3
4576,NÃO RECEBI O PEDIDO NO PRAZO E AINDA NEM RECEBI O PRODUTO UM DIA APÓS O PRAZO MÁXIMO.,nao recebi o pedido no prazo e ainda nem recebi o produto um dia apos o prazo maximo.,"['nao', 'recebi', 'pedido', 'no', 'prazo', 'ainda', 'nem', 'recebi', 'produto', 'um', 'dia', 'apos', 'prazo', 'maximo']",0.0,1,3,3
2610,"Bom.
Compraria de novo","bom.
compraria de novo","['bom', 'compraria', 'de', 'novo']",1.0,4,3,3
53912,"Protege mto bem o console, excelente custo benefício","protege mto bem o console, excelente custo beneficio","['protege', 'mto', 'bem', 'console', 'excelente', 'custo', 'beneficio']",1.0,4,3,3
19008,"Recebi o produto certo mas divergente da cor solicitada.

Solicitei cor preta e veio verde","recebi o produto certo mas divergente da cor solicitada.

solicitei cor preta e veio verde","['recebi', 'produto', 'certo', 'mas', 'divergente', 'da', 'cor', 'solicitada', 'solicitei', 'cor', 'preta', 'veio', 'verde']",1.0,4,3,3
72898,Não recebi o produto da targaryen e já foi debitado do meu cartão de crédito. Quero meu dinheiro de volta !,nao recebi o produto da targaryen e ja foi debitado do meu cartao de credito. quero meu dinheiro de volta !,"['nao', 'recebi', 'produto', 'da', 'targaryen', 'ja', 'foi', 'debitado', 'do', 'meu', 'cartao', 'de', 'credito', 'quero', 'meu', 'dinheiro', 'de', 'volta']",0.0,1,3,3
83323,O produto nunca apareceu em casa!,o produto nunca apareceu em casa!,"['produto', 'nunca', 'apareceu', 'em', 'casa']",,3,-1,3
35109,Vocês e um ótimo loja parabéns ,voces e um otimo loja parabens ,"['voces', 'um', 'otimo', 'loja', 'parabens']",1.0,5,3,3
33122,No site tem a infomação de entregue e eu não recebi o produto .,no site tem a infomacao de entregue e eu nao recebi o produto .,"['no', 'site', 'tem', 'infomacao', 'de', 'entregue', 'eu', 'nao', 'recebi', 'produto']",0.0,1,3,3
75564,"Recebi o perfume violado, aberto, caixa toda amassada embalagem de fora rasgada e amassada, o plástico bolha estava todo furado e muito amassado, a caixa estava toda molhada de perfume e tenho fotos.","recebi o perfume violado, aberto, caixa toda amassada embalagem de fora rasgada e amassada, o plastico bolha estava todo furado e muito amassado, a caixa estava toda molhada de perfume e tenho fotos.","['recebi', 'perfume', 'violado', 'aberto', 'caixa', 'toda', 'amassada', 'embalagem', 'de', 'fora', 'rasgada', 'amassada', 'plastico', 'bolha', 'estava', 'todo', 'furado', 'muito', 'amassado', 'caixa', 'estava', 'toda', 'molhada', 'de', 'perfume', 'tenho', 'fotos']",0.0,1,3,3
55975,Super indico tanto a loja como o prpduto máquina leve sem barulho trabalho perfeito entregue antes do prazo amei 👏👏👏👏👏,super indico tanto a loja como o prpduto maquina leve sem barulho trabalho perfeito entregue antes do prazo amei 👏👏👏👏👏,"['super', 'indico', 'tanto', 'loja', 'como', 'prpduto', 'maquina', 'leve', 'sem', 'barulho', 'trabalho', 'perfeito', 'entregue', 'antes', 'do', 'prazo', 'amei']",1.0,5,3,3
41158,"Recebi a toalha errada, mais barata!!!!
Quero trocar ou receber o reembolso.
Como proceder? vou a alguma loja? qual endereço em sp?","recebi a toalha errada, mais barata!!!!
quero trocar ou receber o reembolso.
como proceder? vou a alguma loja? qual endereco em sp?","['recebi', 'toalha', 'errada', 'mais', 'barata', 'quero', 'trocar', 'ou', 'receber', 'reembolso', 'como', 'proceder', 'vou', 'alguma', 'loja', 'qual', 'endereco', 'em', 'sp']",0.0,1,3,3
14891,"Ótima loija produto entregue dentro do prazo,Produto muito bom","otima loija produto entregue dentro do prazo,produto muito bom","['otima', 'loija', 'produto', 'entregue', 'dentro', 'do', 'prazo', 'produto', 'muito', 'bom']",0.0,1,3,3
94560,"Foi entregue antes do prazo, isso é melhor do que o esperado.","foi entregue antes do prazo, isso e melhor do que o esperado.","['foi', 'entregue', 'antes', 'do', 'prazo', 'isso', 'melhor', 'do', 'que', 'esperado']",1.0,5,3,3
26255,"Foi entregue dentro do prazo, mas achei o prazo muito longo. Já fiz outras compras bem mais ágeis nesta loja. Quanto o produto tudo ok.","foi entregue dentro do prazo, mas achei o prazo muito longo. ja fiz outras compras bem mais ageis nesta loja. quanto o produto tudo ok.","['foi', 'entregue', 'dentro', 'do', 'prazo', 'mas', 'achei', 'prazo', 'muito', 'longo', 'ja', 'fiz', 'outras', 'compras', 'bem', 'mais', 'ageis', 'nesta', 'loja', 'quanto', 'produto', 'tudo', 'ok']",1.0,5,3,3
51756,"Ja tenho outros produtos que vou compar em breve, preços muito bom, estive informado o tempo todo da trajetória do produto, chegou em perfeita ordem, parabéns a todos. Já estou indicando psra os amig","ja tenho outros produtos que vou compar em breve, precos muito bom, estive informado o tempo todo da trajetoria do produto, chegou em perfeita ordem, parabens a todos. ja estou indicando psra os amig","['ja', 'tenho', 'outros', 'produtos', 'que', 'vou', 'compar', 'em', 'breve', 'precos', 'muito', 'bom', 'estive', 'informado', 'tempo', 'todo', 'da', 'trajetoria', 'do', 'produto', 'chegou', 'em', 'perfeita', 'ordem', 'parabens', 'todos', 'ja', 'estou', 'indicando', 'psra', 'os', 'amig']",1.0,5,3,3
10195,"muito boa a torneira, gostei ","muito boa a torneira, gostei ","['muito', 'boa', 'torneira', 'gostei']",1.0,4,3,3
91568,"Além do produto não ter chegado, não me respondem","alem do produto nao ter chegado, nao me respondem","['alem', 'do', 'produto', 'nao', 'ter', 'chegado', 'nao', 'me', 'respondem']",0.0,1,3,3
15214,produto entregue conforme o anuncio,produto entregue conforme o anuncio,"['produto', 'entregue', 'conforme', 'anuncio']",1.0,5,3,3
12039,"Fiz uma compra de uma Cortina Jade Quarto e Sala 2,00m x 1,70m para Varão Simples no começo de dezembro e ate agora não recebi o produto sendo q estava previsto para chegar ate o dia 
28/12.","fiz uma compra de uma cortina jade quarto e sala 2,00m x 1,70m para varao simples no comeco de dezembro e ate agora nao recebi o produto sendo q estava previsto para chegar ate o dia 
28/12.","['fiz', 'uma', 'compra', 'de', 'uma', 'cortina', 'jade', 'quarto', 'sala', '00m', '70m', 'para', 'varao', 'simples', 'no', 'comeco', 'de', 'dezembro', 'ate', 'agora', 'nao', 'recebi', 'produto', 'sendo', 'estava', 'previsto', 'para', 'chegar', 'ate', 'dia', '28', '12']",0.0,1,3,3
92814,"O Produto é bom, minha filha adorou, o material é um pouco frágil, mas atende.","o produto e bom, minha filha adorou, o material e um pouco fragil, mas atende.","['produto', 'bom', 'minha', 'filha', 'adorou', 'material', 'um', 'pouco', 'fragil', 'mas', 'atende']",1.0,5,3,3
37133,Recebi o produto antes do prazo. Excelente mercadoria,recebi o produto antes do prazo. excelente mercadoria,"['recebi', 'produto', 'antes', 'do', 'prazo', 'excelente', 'mercadoria']",1.0,5,3,3
87683,produto chegou no prazo e em perfeito estado.,produto chegou no prazo e em perfeito estado.,"['produto', 'chegou', 'no', 'prazo', 'em', 'perfeito', 'estado']",1.0,5,3,3
85133,"Gostei muito do produto, porém chegou bem atrasado, na vdd no ato da compra dizia 19 dias e depois foi para um mês, se for se basear no um mês chegou adiantado, não veio embalada e estragou toda caixa","gostei muito do produto, porem chegou bem atrasado, na vdd no ato da compra dizia 19 dias e depois foi para um mes, se for se basear no um mes chegou adiantado, nao veio embalada e estragou toda caixa","['gostei', 'muito', 'do', 'produto', 'porem', 'chegou', 'bem', 'atrasado', 'na', 'vdd', 'no', 'ato', 'da', 'compra', 'dizia', '19', 'dias', 'depois', 'foi', 'para', 'um', 'mes', 'se', 'for', 'se', 'basear', 'no', 'um', 'mes', 'chegou', 'adiantado', 'nao', 'veio', 'embalada', 'estragou', 'toda', 'caixa']",1.0,4,3,3
94401,"Comprei dois produtos no dia 17/08 previstos para o dia 14/09; Um chegou no dia 23/08 e outro 24/08, fiquei muito contente com o prazo de entrega e com os produtos, q vieram de acordo com o solicitado","comprei dois produtos no dia 17/08 previstos para o dia 14/09; um chegou no dia 23/08 e outro 24/08, fiquei muito contente com o prazo de entrega e com os produtos, q vieram de acordo com o solicitado","['comprei', 'dois', 'produtos', 'no', 'dia', '17', '08', 'previstos', 'para', 'dia', '14', '09', 'um', 'chegou', 'no', 'dia', '23', '08', 'outro', '24', '08', 'fiquei', 'muito', 'contente', 'com', 'prazo', 'de', 'entrega', 'com', 'os', 'produtos', 'vieram', 'de', 'acordo', 'com', 'solicitado']",1.0,5,3,3
90428,"Recebi rápido e exatamente o que pedi, muito bom.","recebi rapido e exatamente o que pedi, muito bom.","['recebi', 'rapido', 'exatamente', 'que', 'pedi', 'muito', 'bom']",1.0,5,3,3
18616,"Eu solicitei o cancelamento da compra e não obtive retorno , o produto chegou não e o q eu gostaria , foi uma compra frustrada para mim","eu solicitei o cancelamento da compra e nao obtive retorno , o produto chegou nao e o q eu gostaria , foi uma compra frustrada para mim","['eu', 'solicitei', 'cancelamento', 'da', 'compra', 'nao', 'obtive', 'retorno', 'produto', 'chegou', 'nao', 'eu', 'gostaria', 'foi', 'uma', 'compra', 'frustrada', 'para', 'mim']",0.0,1,3,3
38849,RECOMENDO,recomendo,['recomendo'],1.0,5,3,3
6014,"Pedido chegou no prazo, produto de acordo com o anunciado.","pedido chegou no prazo, produto de acordo com o anunciado.","['pedido', 'chegou', 'no', 'prazo', 'produto', 'de', 'acordo', 'com', 'anunciado']",1.0,4,3,3
50240,Produto foi entregue antes do prazo.,produto foi entregue antes do prazo.,"['produto', 'foi', 'entregue', 'antes', 'do', 'prazo']",1.0,5,3,3
69200,Só recebi abolça o kit berco não ,so recebi abolca o kit berco nao ,"['so', 'recebi', 'abolca', 'kit', 'berco', 'nao']",0.0,2,3,3
67640,Fiquei mto satisfeita com a compra.,fiquei mto satisfeita com a compra.,"['fiquei', 'mto', 'satisfeita', 'com', 'compra']",1.0,5,3,3
34777,"Recebi um produto divergente, como efeito a troca?","recebi um produto divergente, como efeito a troca?","['recebi', 'um', 'produto', 'divergente', 'como', 'efeito', 'troca']",0.0,1,3,3
87453,Recebi e recomendo o produto.,recebi e recomendo o produto.,"['recebi', 'recomendo', 'produto']",1.0,4,3,3
31641,Adoro comprar? na lannister.com excelente lojas. Estão de parabéns! ,adoro comprar? na lannister.com excelente lojas. estao de parabens! ,"['adoro', 'comprar', 'na', 'lannister', 'com', 'excelente', 'lojas', 'estao', 'de', 'parabens']",1.0,5,3,3
46072,"Faltou um produto, somente um foi entregue.","faltou um produto, somente um foi entregue.","['faltou', 'um', 'produto', 'somente', 'um', 'foi', 'entregue']",,3,-1,3
20388,O produto chegou antes do que imaginei. Até me surpreendi. A lannister é ótima!,o produto chegou antes do que imaginei. ate me surpreendi. a lannister e otima!,"['produto', 'chegou', 'antes', 'do', 'que', 'imaginei', 'ate', 'me', 'surpreendi', 'lannister', 'otima']",1.0,5,3,3
83089,Recebi somente parte do material. Como soluciono esse problema?,recebi somente parte do material. como soluciono esse problema?,"['recebi', 'somente', 'parte', 'do', 'material', 'como', 'soluciono', 'esse', 'problema']",0.0,1,3,3
23024,Tudo perfeito!,tudo perfeito!,"['tudo', 'perfeito']",1.0,5,3,3
78990,"Amei meu relógio cassio, bem leve e nem precisa levar ele para diminuir a pulseira, ele tem uma trava que vc mesmo pode fazer issso.","amei meu relogio cassio, bem leve e nem precisa levar ele para diminuir a pulseira, ele tem uma trava que vc mesmo pode fazer issso.","['amei', 'meu', 'relogio', 'cassio', 'bem', 'leve', 'nem', 'precisa', 'levar', 'ele', 'para', 'diminuir', 'pulseira', 'ele', 'tem', 'uma', 'trava', 'que', 'vc', 'mesmo', 'pode', 'fazer', 'issso']",1.0,5,3,3
43277,Chegou dentro do prazo,chegou dentro do prazo,"['chegou', 'dentro', 'do', 'prazo']",1.0,4,3,3
97586,Ainda não recebi o prduto,ainda nao recebi o prduto,"['ainda', 'nao', 'recebi', 'prduto']",0.0,1,3,3
64671,"Boa tarde,
Ao receber o produto,no caso um relógio, a pulseira do mesmo já estava com havaria e em seguida quando coloquei o horário correto em alguns minutos o relógio parou e não voltou a funcionar","boa tarde,
ao receber o produto,no caso um relogio, a pulseira do mesmo ja estava com havaria e em seguida quando coloquei o horario correto em alguns minutos o relogio parou e nao voltou a funcionar","['boa', 'tarde', 'ao', 'receber', 'produto', 'no', 'caso', 'um', 'relogio', 'pulseira', 'do', 'mesmo', 'ja', 'estava', 'com', 'havaria', 'em', 'seguida', 'quando', 'coloquei', 'horario', 'correto', 'em', 'alguns', 'minutos', 'relogio', 'parou', 'nao', 'voltou', 'funcionar']",0.0,1,3,3
62678,Deveria algem da empresa entra em contato para avisar se não tem mais o produto,deveria algem da empresa entra em contato para avisar se nao tem mais o produto,"['deveria', 'algem', 'da', 'empresa', 'entra', 'em', 'contato', 'para', 'avisar', 'se', 'nao', 'tem', 'mais', 'produto']",0.0,1,3,3
46990,"Muito bom, gostei do produto. ","muito bom, gostei do produto. ","['muito', 'bom', 'gostei', 'do', 'produto']",1.0,4,3,3
23286,O produto corresponde com o anúncio. Aprovado ,o produto corresponde com o anuncio. aprovado ,"['produto', 'corresponde', 'com', 'anuncio', 'aprovado']",1.0,4,3,3
71912,Otimo,otimo,['otimo'],1.0,5,3,3
64181,"O atendimento pela central é horrível. Ninguém atende o telefone, meu produto chego errado! Vou reclamar nas redes sociais ( não sei como essa loja ainda funciona) é melhor fechar com um serviço ","o atendimento pela central e horrivel. ninguem atende o telefone, meu produto chego errado! vou reclamar nas redes sociais ( nao sei como essa loja ainda funciona) e melhor fechar com um servico ","['atendimento', 'pela', 'central', 'horrivel', 'ninguem', 'atende', 'telefone', 'meu', 'produto', 'chego', 'errado', 'vou', 'reclamar', 'nas', 'redes', 'sociais', 'nao', 'sei', 'como', 'essa', 'loja', 'ainda', 'funciona', 'melhor', 'fechar', 'com', 'um', 'servico']",0.0,1,3,3
9751,"tudo certo, produto dentro do padrao.","tudo certo, produto dentro do padrao.","['tudo', 'certo', 'produto', 'dentro', 'do', 'padrao']",1.0,4,3,3
40821,Tamanho do tapete n foi compatível com o que foi anunciado na propaganda!!! Porém a qualidade é boa,tamanho do tapete n foi compativel com o que foi anunciado na propaganda!!! porem a qualidade e boa,"['tamanho', 'do', 'tapete', 'foi', 'compativel', 'com', 'que', 'foi', 'anunciado', 'na', 'propaganda', 'porem', 'qualidade', 'boa']",0.0,1,3,3
98505,Preço atrativo com entrega eficiente.,preco atrativo com entrega eficiente.,"['preco', 'atrativo', 'com', 'entrega', 'eficiente']",1.0,4,3,3
96631,"Apesar de apresentar a descrição correta o produto não funciona, tempo e dinheiro perdido
","apesar de apresentar a descricao correta o produto nao funciona, tempo e dinheiro perdido
","['apesar', 'de', 'apresentar', 'descricao', 'correta', 'produto', 'nao', 'funciona', 'tempo', 'dinheiro', 'perdido']",0.0,1,3,3
31429,"O produto era pra ser entregue dia 19/02. E até agora não tive nenhuma satisfação sobre o produto, ou sobre a entrega. Acho uma falta de respeito com o cliente.","o produto era pra ser entregue dia 19/02. e ate agora nao tive nenhuma satisfacao sobre o produto, ou sobre a entrega. acho uma falta de respeito com o cliente.","['produto', 'era', 'pra', 'ser', 'entregue', 'dia', '19', '02', 'ate', 'agora', 'nao', 'tive', 'nenhuma', 'satisfacao', 'sobre', 'produto', 'ou', 'sobre', 'entrega', 'acho', 'uma', 'falta', 'de', 'respeito', 'com', 'cliente']",0.0,1,3,3
85259,otimo prazo,otimo prazo,"['otimo', 'prazo']",1.0,4,3,3
